delay,delivery_rate,send_rate,cwnd,loss_rate,ts,reward,infer_time,distribution
6.91446352005,0.293457891928,0.733879008895,10.0,0,25,0.288083999783,0.00223898887634,0_7_0
98.25,0.562980470307,0.595041578712,20.0,0,775,0.550386210423,0.000236988067627,0_18_16
645.112091064,0.132555783908,0.585664686405,40.0,0,869,0.519647188503,0.00116586685181,3_19_14
708.858612061,0.142699171238,0.499245265819,1.0,0,914,0.515207785523,0.00176501274109,4_18_15
853.045192719,0.203454317452,0.365968059331,1.0,0,2488,0.822546755498,0.00298619270325,37_3_10
1591.61617788,0.228495073202,0.0526808736356,1.0,0,3784,0.778774466819,0.00203490257263,49_0_1
593.0,0.0132579342181,0.0156725784447,1.0,0,4237,0.476700593128,0.00681209564209,50_0_0
0.0,0.103495495495,0.111533980583,1.0,0,4358,0.704158301121,0.012757062912,50_0_0
86.0,0.0554975845411,0.121566137566,2.0,0,4549,0.69208297789,0.000673055648804,45_5_0
126.125,0.101878516273,0.117230009417,4.0,0,5061,0.85777497913,0.0057520866394,30_16_4
442.3984375,0.0517811960002,0.0736169959133,8.0,0,5857,0.644929153174,0.00259184837341,30_20_0
629.208369255,0.062848114668,0.0663327608409,1.0,0,6186,0.815539934179,0.0212461948395,49_1_0
39.0,0.0660229885057,0.0809014084507,1.0,0,6343,0.499601953233,0.0103001594543,50_0_0
156.0,0.0411756272401,0.0887104247104,2.0,0,6616,0.654848386419,0.00777816772461,47_3_0
185.25,0.072927294686,0.0506172422919,4.0,0,7083,0.659218778576,0.00581407546997,21_29_0
412.42578125,0.0556097615,0.0780385678332,8.0,0,7954,0.625946575371,0.00890898704529,42_8_0
674.469051838,0.0667846033656,0.0703169312853,1.0,0,8085,0.710352183261,0.0102779865265,50_0_0
23.0,0.0850962962963,0.0926451612903,1.0,0,8232,0.770921327124,0.00748205184937,49_0_0
173.0,0.0385503355705,0.0838540145985,2.0,0,8512,0.832929175705,0.00341892242432,28_22_0
239.25,0.0682147700484,0.0434981146674,4.0,0,9284,0.782428733594,0.000704050064087,31_18_1
674.125,0.0313208625419,0.042704943392,1.0,0,9330,0.747252274735,0.00265097618103,31_18_1
658.375,0.0529030356617,0.0161579129165,1.0,0,9721,0.720774459367,0.00817894935608,50_0_0
52.0,0.0692048192771,0.0750849673203,1.0,0,9878,0.639635558617,0.00404405593872,50_0_0
0.0,0.117224489796,0.249739130435,2.0,0,9974,0.540676747839,0.00154399871826,48_2_0
28.5,0.198976653556,0.420449204454,4.0,0,10232,0.727921359847,0.00058913230896,35_13_2
169.5,0.135929059829,0.157051553098,8.0,0,10260,0.721616600474,0.000217199325562,34_14_2
215.0,0.149194805195,0.598723127036,16.0,0,10293,0.77900502421,0.00253510475159,32_16_2
699.0,0.0435701643489,0.217850821745,6.0,0,11023,0.692319486012,0.000190019607544,26_23_1
635.289045042,0.141347057833,0.0907518813438,1.0,0,11462,0.657417238685,0.00935816764832,49_1_0
47.0,0.0713540372671,0.0826474820144,1.0,0,11617,0.806436749939,0.0147669315338,50_0_0
53.0,0.0718,0.158455172414,2.0,0,11763,0.539131405687,0.000699996948242,50_0_0
73.5,0.129413869015,0.0879827707454,4.0,0,12083,0.842194452837,0.00378203392029,43_7_0
246.904296875,0.0829780647184,0.118514531229,8.0,0,12570,0.596582986346,0.00032901763916,29_21_0
380.455841064,0.0984708449909,0.104153381918,1.0,0,12948,0.58325677119,0.00731801986694,49_1_0
152.0,0.0454071146245,0.0470819672131,1.0,0,13195,0.455455775133,0.000359058380127,50_0_0
0.0,0.133581395349,0.280195121951,2.0,0,13313,0.633011231796,0.0289750099182,50_0_0
52.5,0.171693161875,0.108264724467,4.0,0,13573,0.585239344292,0.000640869140625,43_7_0
243.65625,0.094918404059,0.314151250653,8.0,0,14293,0.725582561624,0.000622034072876,29_20_1
649.525634766,0.10096780509,0.0773368122968,1.0,0,14415,0.677014008792,0.000704050064087,30_20_0
480.0,0.0203327433628,0.0204412811388,1.0,0,14986,0.515950407718,0.00180697441101,33_17_0
122.0,0.0534325581395,0.0563137254902,1.0,0,15199,0.4315111496,0.00672006607056,46_3_0
0.0,0.174060606061,0.396137931034,2.0,0,15270,0.405770428604,0.0093457698822,50_0_0
21.25,0.26445323488,0.183488888889,4.0,0,15417,0.858428672403,0.00138187408447,49_1_0
89.71875,0.179155800575,0.277242961636,8.0,0,15460,0.894816790462,0.0199749469757,45_5_0
278.0,0.102571428571,0.547047619048,16.0,0,15766,0.932660250887,0.00788903236389,26_23_1
291.609375,0.109892377216,0.481916766467,6.0,0,15796,0.933392345751,0.000308036804199,26_23_1
322.75,0.184224160532,0.359184190024,1.0,0,15847,0.928218390226,0.00509691238403,28_21_1
379.125,0.208254593556,0.259673380124,1.0,0,15915,0.921038977242,0.00160503387451,26_22_2
404.890625,0.219336557237,0.190465911775,1.0,0,15988,0.87621206188,0.00213193893433,24_24_2
464.234375,0.255260531647,0.102521476619,1.0,0,16037,0.828259591434,0.00245094299316,22_26_2
508.5,0.287872972115,0.0382095608491,1.0,0,16085,0.831146158191,0.00270295143127,23_25_2
679.0,0.0155033738192,0.0155875169607,1.0,0,16846,0.618852743875,0.00946998596191,48_1_0
0.0,0.176738461538,0.273523809524,1.0,0,16903,0.876583245413,0.013277053833,50_0_0
