delay,delivery_rate,send_rate,cwnd,loss_rate,ts,reward,infer_time,distribution
2.96411063429,0.116485194595,0.248298379345,10.0,0,441,1.01877315409,0.00211000442505,11_37_0
0.73129594326,0.260408498926,0.186788547332,5.0,0,648,1.01123092912,0.00275301933289,17_33_0
1.544921875,0.253063803888,0.233276322223,2.5,0,728,0.813090950176,0.00274300575256,48_2_0
2.734375,0.420552902422,0.332701460114,2.5,0,825,1.08011866055,0.0270671844482,50_0_0
25.31640625,0.480742336015,1.50651678322,12.5,0,930,1.05652374016,0.0694401264191,45_5_0
100.953065364,0.792483893476,1.31801810535,12.5,0,1250,0.952435112436,0.000359058380127,30_20_0
310.341851313,0.417207796513,0.235596094468,2.5,0,1282,0.837197146134,0.000149011611938,30_19_1
202.0,0.153173333333,0.102115555556,1.0,0,1505,1.0595233925,0.000337839126587,44_6_0
182.625,0.156227279112,0.0672715268998,1.0,0,1570,1.08163131596,0.00134205818176,50_0_0
18.0,0.261090909091,0.280195121951,1.0,0,1663,1.1986092156,0.0500938892365,49_0_0
0.0,0.265347826087,0.678111111111,1.0,0,1776,1.22036224266,0.0774331092834,49_1_0
113.0,0.0554975845411,1.010944,11.0,0,1902,0.782292397155,0.0002601146698,34_16_0
158.927141722,0.282717067446,0.461624260203,1.0,0,2362,0.906466598596,0.000137090682983,41_9_0
46.0,0.198068965517,0.198068965517,1.0,0,2422,0.942172759598,0.00219511985779,50_0_0
38.0,0.220923076923,0.22976,1.0,0,2515,1.1189478295,0.039920091629,50_0_0
7.125,0.209995698925,0.61162962963,1.0,0,2639,0.967476140845,0.0738451480865,50_0_0
2.5625,0.272248184459,1.92874509804,1.0,0,2706,1.07394564126,0.0273361206055,50_0_0
27.0,0.191466666667,0.359,1.0,0,2763,0.881969477297,0.0252299308777,50_0_0
18.75,0.263474782609,0.484106060606,1.0,0,2890,1.0930413566,0.0650990009308,50_0_0
19.875,0.154093846154,0.461913333333,1.0,0,3006,0.940379757358,0.0632729530334,50_0_0
34.0,0.10940952381,0.294564102564,1.0,0,3077,0.750849797287,0.0302691459656,48_2_0
21.5,0.227812881356,0.434731078905,1.0,0,3204,1.27266119287,0.0691859722137,48_2_0
14.5,0.165643859649,0.591487414188,1.0,0,3281,1.07613360415,0.032341003418,48_2_0
22.5,0.222226885246,0.418833333333,1.0,0,3386,1.05865180522,0.0506830215454,49_1_0
17.0,0.199299393939,0.522181818182,1.0,0,3496,1.09142767672,0.059650182724,50_0_0
12.5,0.210858433735,0.661015873016,1.0,0,3599,1.10621999634,0.064572095871,50_0_0
13.875,0.194005050505,0.608830409357,1.0,0,3704,1.00986085136,0.0664269924164,49_1_0
25.375,0.129203668564,0.423197647059,1.0,0,3844,0.737857029812,0.0464310646057,40_9_1
97.0,0.0765866666667,0.11262745098,1.0,0,3953,0.855323319149,0.00567388534546,41_8_1
118.0,0.0890542635659,0.0933983739837,1.0,0,4077,1.23584745389,0.000650882720947,44_6_0
59.0,0.176738461538,0.1795,1.0,0,4145,1.23513672348,0.00416684150696,49_1_0
44.0,0.216754716981,0.234448979592,1.0,0,4253,1.36529286247,0.0527691841125,50_0_0
16.875,0.189371492705,0.52529004329,1.0,0,4343,1.18578417164,0.0449600219727,50_0_0
16.0,0.213096256684,0.547047619048,1.0,0,4435,0.870636120838,0.0465660095215,50_0_0
47.0,0.113742574257,0.220923076923,1.0,0,4512,0.861304050782,0.0244300365448,50_0_0
24.0,0.208872727273,0.396137931034,1.0,0,4609,0.990977168937,0.0628418922424,50_0_0
12.375,0.220830252101,0.668905982906,1.0,0,4689,1.01625191282,0.0403831005096,50_0_0
11.0,0.224563814867,0.732568115942,1.0,0,4760,1.08091381309,0.0317461490631,50_0_0
18.125,0.23694,0.496876811594,1.0,0,4855,1.00401902384,0.0445261001587,50_0_0
13.375,0.215302578019,0.626825396825,1.0,0,4978,1.01559958428,0.0768930912018,50_0_0
10.0,0.150438095238,0.82274801061,1.0,0,5093,0.945778837783,0.063089132309,50_0_0
20.25,0.161271206691,0.455265185185,1.0,0,5206,0.988055281766,0.0512959957123,50_0_0
