delay,delivery_rate,send_rate,cwnd,loss_rate,ts,reward,infer_time,distribution
2.13452148438,0.127840224621,0.369897118132,10.0,0,15,0.873813878836,0.000382900238037,1_5_11
90.125,0.275088085021,0.665847309417,20.0,0,892,0.909522025892,0.000274896621704,14_3_3
607.0,0.113504424779,0.508318584071,40.0,0,904,0.893363659868,0.000148057937622,14_3_3
612.5,0.112962155785,0.491090073728,1.0,0,929,0.893309432968,0.000300168991089,15_3_2
645.0,0.12135881104,0.451227176221,1.0,0,943,0.894149098494,0.000166177749634,15_3_2
681.0,0.117006134969,0.422871165644,1.0,0,980,0.895212676092,0.000411987304688,16_2_2
678.420681,0.136180922355,0.386954503383,1.0,0,993,0.912278068381,0.000371217727661,16_1_3
683.25,0.191221133646,0.323972370645,1.0,0,1006,0.913879511397,0.000118017196655,16_1_3
694.9453125,0.222069941972,0.281620827851,1.0,0,1026,0.91696439223,0.000275135040283,16_1_3
201.0,0.461365461847,0.48443373494,1.0,0,1390,0.888380162095,0.000160932540894,20_0_0
208.634765625,0.492565952823,0.439105772728,1.0,0,1414,0.891500211192,0.000195980072021,20_0_0
229.625,0.548064436183,0.346383841388,1.0,0,1431,0.897050059528,0.000207901000977,20_0_0
246.526153564,0.641688540438,0.224301211309,1.0,0,1444,0.906412469954,0.000173091888428,20_0_0
332.0,0.656457142857,0.091319554849,1.0,0,1523,0.907889330196,0.000211954116821,20_0_0
360.234375,0.656213644414,0.0650023600059,1.0,0,1719,0.907864980351,0.000246047973633,20_0_0
462.875,0.500269483368,0.026247922898,1.0,0,1821,0.576210517218,0.000328063964844,20_0_0
0.0,0.5744,0.5744,1.0,0,1841,0.789100929936,0.000117063522339,20_0_0
21.0,0.280195121951,0.560390243902,2.0,0,1882,0.70324144228,0.000121116638184,20_0_0
29.625,0.516450554324,1.03290110865,4.0,0,1992,1.04495044079,0.00012993812561,14_6_0
106.0,0.273523809524,0.729396825397,8.0,0,2010,0.993787688676,0.00134611129761,12_8_0
140.375,0.328967377261,0.609088259044,16.0,0,2379,0.954574988698,0.000116109848022,2_13_5
369.4140625,0.172228229918,0.941602788114,32.0,0,2395,0.910217442671,0.000580787658691,2_12_6
371.5,0.208969180294,0.906024927968,22.0,0,2406,0.913891537709,0.00012993812561,2_12_6
377.421875,0.269400919544,0.828266423279,12.0,0,2423,0.879495708577,0.000147104263306,2_12_6
393.828125,0.349387792692,0.702948574277,2.0,0,2438,0.896671074552,0.000180006027222,3_11_6
455.875,0.399408750557,0.552125260424,1.0,0,3176,0.796983954677,0.000175952911377,18_2_0
782.062614441,0.274035156723,0.25592763682,1.0,0,3188,0.784446595294,0.000165939331055,18_2_0
796.3203125,0.353172894064,0.167467561408,1.0,0,3200,0.792360369028,0.000279903411865,18_2_0
804.48828125,0.415486477235,0.0961532376524,1.0,0,3212,0.798591727345,0.000302076339722,18_2_0
737.9296875,0.393509926014,0.0375234330084,1.0,0,3474,0.538581518201,0.000149011611938,20_0_0
6.0,0.441846153846,0.441846153846,1.0,0,3501,0.829279669152,0.000338077545166,20_0_0
52.0,0.157369863014,0.319111111111,2.0,0,3573,0.465617555977,0.000149965286255,20_0_0
64.375,0.281174825175,0.569220463747,4.0,0,3716,0.613469455709,0.000185012817383,17_3_0
127.296875,0.250355263158,0.624093689272,8.0,0,3729,0.62266035184,0.000163078308105,16_4_0
462.0,0.0953360995851,0.38134439834,16.0,0,4199,0.525807948599,0.000495910644531,11_7_2
465.073028564,0.147440647205,0.317668677349,1.0,0,4210,0.525794439058,0.000118970870972,11_7_2
488.0,0.180913385827,0.203527559055,1.0,0,4237,0.519530135014,0.000147104263306,11_7_2
490.632080078,0.237820361962,0.144536395553,1.0,0,4254,0.525220832628,0.000267028808594,11_7_2
496.375,0.291692525663,0.0390299673122,1.0,0,4706,0.587803170228,0.00119090080261,18_2_0
32.0,0.216754716981,0.220923076923,1.0,0,4759,0.424334522477,0.000932931900024,20_0_0
6.0,0.425481481481,0.883692307692,2.0,0,4787,0.71877906304,0.000701189041138,20_0_0
13.25,0.692700744417,1.4776573618,4.0,0,4851,0.628612402545,0.000609159469604,20_0_0
45.234375,0.553495311425,0.646982002437,8.0,0,4862,0.594195976202,0.000383138656616,19_1_0
101.0,0.284826446281,1.51907438017,16.0,0,4972,0.802373031301,0.000128984451294,14_6_0
104.75,0.37033725576,1.55043358327,32.0,0,5003,0.825610334605,0.000137805938721,14_5_1
131.268764496,0.516219958232,2.71590689649,40.0,0,5014,0.827727644302,0.000128030776978,12_7_1
158.058887482,0.873543817889,2.71306239243,40.0,0,5313,0.805691215849,0.00012993812561,3_12_5
323.328125,0.5471899202,1.31293795985,40.0,0,5329,0.77305582608,0.00018310546875,3_12_5
342.759092815,0.777132435247,1.07004551775,30.0,0,5344,0.796050077585,0.000135898590088,3_12_5
349.0,0.966441537937,0.891565958012,20.0,0,5358,0.798016110772,0.000148057937622,3_12_5
339.577062547,1.14694695947,0.700755447074,10.0,0,5369,0.816066652924,0.000138998031616,3_13_4
361.0,1.17285863874,0.482435695538,1.0,0,5387,0.82575412997,0.00012993812561,4_12_4
373.125,1.16386653913,0.435470718285,1.0,0,5443,0.807864349681,0.000412940979004,5_11_4
434.856633723,1.01752381744,0.251508003422,1.0,0,5955,0.804107377436,0.000546932220459,18_2_0
553.694091797,0.60363783453,0.0646166681016,1.0,0,6074,0.70847303823,0.000141143798828,20_0_0
18.0,0.302315789474,0.302315789474,1.0,0,6113,0.720588971161,0.000312805175781,20_0_0
58.0,0.145417721519,0.294564102564,2.0,0,6192,0.662739103025,0.000606060028076,19_1_0
71.0,0.259505714286,0.160063363472,4.0,0,6368,0.732524746442,0.000316143035889,12_6_2
187.96875,0.146471849899,0.47464002888,8.0,0,6791,0.831174235631,0.00019907951355,5_10_5
405.25,0.144279953734,0.245137113223,16.0,0,6802,0.830955046014,0.000149965286255,5_10_5
429.96875,0.200440265706,0.359094333971,1.0,0,7344,0.860716762148,0.0002760887146,18_2_0
537.168239594,0.208717429635,0.16244453885,1.0,0,7358,0.861544478541,0.000146150588989,18_2_0
482.345703125,0.295282024545,0.0725327589336,1.0,0,7422,0.636759408604,0.000339984893799,20_0_0
13.0,0.348121212121,0.348121212121,1.0,0,7456,0.57512648192,0.000730991363525,20_0_0
29.0,0.22976,0.468897959184,2.0,0,7506,0.711984006479,0.00012993812561,20_0_0
40.625,0.408878950507,0.833267156863,4.0,0,7635,1.05500675812,0.00101900100708,14_6_0
133.015625,0.264074795449,0.269672749011,8.0,0,7957,0.707110167974,0.000127077102661,4_11_5
309.125,0.104707140008,0.558631676268,16.0,0,7981,0.685875060627,0.00115013122559,3_13_4
333.625,0.141004156411,0.475927875934,6.0,0,8001,0.70795018289,0.000157117843628,4_13_3
386.0,0.211012494462,0.346400791756,1.0,0,8636,0.8230629567,0.000127792358398,14_5_1
662.046386719,0.170003250721,0.133200054782,1.0,0,8654,0.818962032326,0.000132083892822,14_5_1
614.078125,0.217267702542,0.0562266689671,1.0,0,8824,0.719364387652,0.00146698951721,20_0_0
0.0,0.547047619048,0.5744,1.0,0,8845,0.753232137739,0.000131845474243,20_0_0
48.0,0.166492753623,0.337882352941,2.0,0,8913,0.643949665946,0.000144958496094,20_0_0
57.125,0.301546716004,0.188561118064,4.0,0,9055,0.637687589009,0.000185012817383,16_4_0
138.439453125,0.187480793693,0.421626686294,8.0,0,9326,0.688914650943,0.000173091888428,6_9_5
254.234375,0.20894685476,0.670525108686,16.0,0,9345,0.715709520872,0.000398874282837,6_9_5
273.205078125,0.257005196031,0.561067672957,6.0,0,9358,0.745220892475,0.000130891799927,7_9_4
667.0,0.133775836972,0.183941775837,1.0,0,10013,0.76930503382,0.000356912612915,11_9_0
611.714608192,0.192054049612,0.0922459987641,1.0,0,10255,0.562000253041,0.000546932220459,20_0_0
23.0,0.261090909091,0.267162790698,1.0,0,10298,0.634942587896,0.000679016113281,20_0_0
26.0,0.244425531915,0.49947826087,2.0,0,10345,0.53436627111,0.000324964523315,20_0_0
31.5,0.453023809524,0.924694180979,4.0,0,10430,0.703295015042,0.000416994094849,18_2_0
88.845703125,0.39716837071,0.525805542084,8.0,0,10713,0.732298275998,0.00108194351196,6_11_3
266.978637695,0.213320773903,0.445156731147,16.0,0,10725,0.713913516317,0.000147104263306,6_11_3
316.625,0.289353730784,0.544516985377,6.0,0,11348,0.727278579942,0.000542879104614,11_7_2
616.832760334,0.22248908443,0.147332374123,1.0,0,11360,0.720592115306,0.000147819519043,12_6_2
586.328125,0.241913409195,0.0332914810259,1.0,0,11747,0.728381450587,0.000929117202759,20_0_0
3.0,0.45952,0.49947826087,1.0,0,11770,0.769475427712,0.000125885009766,20_0_0
13.0,0.348121212121,0.696242424242,2.0,0,11804,0.728511653475,0.000550985336304,20_0_0
20.625,0.576919298246,1.15546119536,4.0,0,11863,0.851241166069,0.000345945358276,20_0_0
52.046875,0.561084956004,1.36677083047,8.0,0,12008,1.06349144119,0.000218868255615,10_10_0
129.603271484,0.445990079721,1.22900322197,16.0,0,12022,1.03580086211,0.000169992446899,10_10_0
172.53125,0.538958348474,1.20303210535,32.0,0,12459,0.774708470944,0.000310182571411,4_10_6
433.837049007,0.29620057411,0.916471489283,40.0,0,12472,0.750432693507,0.00117707252502,4_10_6
442.859375,0.397152489111,0.959293179448,1.0,0,12490,0.772716814795,0.00012993812561,5_10_5
456.25,0.383006055345,0.865464655453,1.0,0,12507,0.78726554039,0.000393152236938,5_10_5
470.527648926,0.424467491834,0.74659472966,1.0,0,12519,0.791411684039,0.000131130218506,5_10_5
481.128143311,0.56297611966,0.582683052978,1.0,0,12530,0.805262546822,0.000134944915771,5_10_5
505.968261719,0.660550044216,0.42918099307,1.0,0,13115,0.849331509582,0.000174999237061,19_1_0
