delay,delivery_rate,send_rate,cwnd,loss_rate,ts,reward,infer_time,distribution
2.875,0.119605451795,0.824002611346,10.0,0,108,0.339181215314,0.0840518474579,0_7_2
110.838443756,0.302779050486,0.480505264628,20.0,0,268,0.646426605605,0.00156593322754,0_7_10
134.25,0.38730330293,0.798368173024,10.0,0,381,0.776402965374,0.00276494026184,1_13_6
142.25,0.372604347088,0.661168338907,5.0,0,412,0.770545809236,0.00164389610291,3_12_5
210.0,0.299906976744,0.467534883721,2.5,0,459,0.753257489526,0.00161814689636,5_10_5
221.22837913,0.376730587239,0.312832650433,1.25,0,505,0.75946834257,0.00162601470947,7_8_5
251.205078125,0.457331810303,0.0895462065255,1.0,0,867,0.739877906967,0.00143885612488,11_8_1
0.0,0.198068965517,0.212740740741,1.0,0,945,0.429464659138,0.0106370449066,17_2_0
0.0,0.185290322581,0.310486486486,1.0,0,1009,0.806589764757,0.0247721672058,19_1_0
59.0,0.0933983739837,1.31633333333,11.0,0,1108,0.764564206986,0.00103712081909,11_5_4
71.25,0.181543538462,1.09751428571,1.0,0,1192,0.727257565998,0.000237941741943,10_5_5
161.0,0.202431718062,0.464161616162,1.0,0,1218,0.658411165159,0.0043408870697,8_6_6
201.77397871,0.306413005786,0.240158131456,1.0,0,1689,0.626786495743,0.000419855117798,12_8_0
4.0,0.273523809524,0.280195121951,1.0,0,1739,0.657173082081,0.00910806655884,18_2_0
54.0,0.11488,0.126241758242,1.0,0,1833,0.403589186051,0.00158500671387,20_0_0
0.0,0.718,0.883692307692,1.0,0,1863,0.759909976487,0.0145201683044,20_0_0
90.0,0.0957333333333,1.22687378641,11.0,0,1967,0.884157038326,0.000752925872803,14_4_2
93.3208312988,0.329535193048,0.912401109322,1.0,0,1979,0.907537224297,0.000211000442505,15_3_2
148.943115234,0.656952312955,0.297025483719,1.0,0,2491,0.711591590664,0.00370407104492,18_2_0
107.25,0.67179537037,1.67699537037,1.0,0,3365,0.698369467777,0.0014910697937,19_1_0
63.0,0.161802816901,0.166492753623,1.0,0,3435,0.429354537323,0.000326871871948,20_0_0
7.0,0.820571428571,0.883692307692,1.0,0,3475,0.859638789966,0.0206120014191,20_0_0
17.0,0.22976,0.49947826087,1.0,0,3515,0.736976208147,0.0172851085663,20_0_0
32.0,0.205142857143,3.32547368421,11.0,0,3567,0.427541932429,0.01313996315,6_13_1
45.9135742188,0.479924322048,2.21590935416,21.0,0,3598,0.618890513227,0.0165600776672,6_7_7
136.0,0.454327683616,2.50794366197,31.0,0,3676,0.689559123315,0.000471830368042,3_7_10
155.743896484,0.537089996197,2.17094425127,15.5,0,3857,0.858024089318,0.00477695465088,5_8_7
